Dataset,Vox_ID,VGGFace2_ID,Celebrity_Name,Gender,Nationality_Country,Audio_Preset_Folder,Audio_Sample_Path
VoxCeleb2,N/A,n007693,Sally Nugent,Female,Global (Multi-National),vox_n007693_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007693_female\reference.wav
VoxCeleb2,N/A,n007694,Sally Pressman,Female,Global (Multi-National),vox_n007694_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007694_female\reference.wav
VoxCeleb2,N/A,n007695,Salomon Kalou,Male,Global (Multi-National),vox_n007695_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007695_male\reference.wav
VoxCeleb2,N/A,n007696,Saloni Aswani,Female,Global (Multi-National),vox_n007696_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007696_female\reference.wav
VoxCeleb2,N/A,n007699,Salvador Sánchez Cerén,Male,Global (Multi-National),vox_n007699_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007699_male\reference.wav
VoxCeleb2,N/A,n007700,Salvatore Adamo,Male,Global (Multi-National),vox_n007700_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007700_male\reference.wav
VoxCeleb2,N/A,n007701,Salvatore Sirigu,Male,Global (Multi-National),vox_n007701_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007701_male\reference.wav
VoxCeleb2,N/A,n007702,Sam Allardyce,Male,Global (Multi-National),vox_n007702_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007702_male\reference.wav
VoxCeleb2,N/A,n007703,Sam Attwater,Male,Global (Multi-National),vox_n007703_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007703_male\reference.wav
VoxCeleb2,N/A,n007704,Sam Brownback,Male,Global (Multi-National),vox_n007704_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007704_male\reference.wav
VoxCeleb2,N/A,n007705,Sam Burgess,Male,Global (Multi-National),vox_n007705_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007705_male\reference.wav
VoxCeleb2,N/A,n007706,Sam Champion,Male,Global (Multi-National),vox_n007706_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007706_male\reference.wav
VoxCeleb2,N/A,n007707,Sam Claflin,Male,Global (Multi-National),vox_n007707_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007707_male\reference.wav
VoxCeleb2,N/A,n007710,Sam Nazarian,Male,Global (Multi-National),vox_n007710_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007710_male\reference.wav
VoxCeleb2,N/A,n007712,Sam Rockwell,Male,Global (Multi-National),vox_n007712_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007712_male\reference.wav
VoxCeleb2,N/A,n007713,Sam Sorbo,Male,Global (Multi-National),vox_n007713_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007713_male\reference.wav
VoxCeleb2,N/A,n007714,Sam Thaiday,Male,Global (Multi-National),vox_n007714_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007714_male\reference.wav
VoxCeleb2,N/A,n007715,Sam Tomkins,Male,Global (Multi-National),vox_n007715_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007715_male\reference.wav
VoxCeleb2,N/A,n007716,Sam Warburton,Male,Global (Multi-National),vox_n007716_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007716_male\reference.wav
VoxCeleb2,N/A,n007718,Sam Zell,Male,Global (Multi-National),vox_n007718_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007718_male\reference.wav
VoxCeleb2,N/A,n007719,Samantha Cristoforetti,Female,Global (Multi-National),vox_n007719_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007719_female\reference.wav
VoxCeleb2,N/A,n007720,Samantha Droke,Female,Global (Multi-National),vox_n007720_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007720_female\reference.wav
VoxCeleb2,N/A,n007722,Samantha Fox,Female,Global (Multi-National),vox_n007722_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007722_female\reference.wav
VoxCeleb2,N/A,n007723,Samantha Mumba,Female,Global (Multi-National),vox_n007723_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007723_female\reference.wav
VoxCeleb2,N/A,n007724,Samantha Peszek,Female,Global (Multi-National),vox_n007724_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007724_female\reference.wav
VoxCeleb2,N/A,n007725,Samantha Power,Female,Global (Multi-National),vox_n007725_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007725_female\reference.wav
VoxCeleb2,N/A,n007726,Samantha Ruth Prabhu,Female,Global (Multi-National),vox_n007726_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007726_female\reference.wav
VoxCeleb2,N/A,n007727,Samantha Stosur,Female,Global (Multi-National),vox_n007727_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007727_female\reference.wav
VoxCeleb2,N/A,n007729,Sameer Dattani,Male,Global (Multi-National),vox_n007729_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007729_male\reference.wav
VoxCeleb2,N/A,n007731,Sami Hyypiä,Male,Global (Multi-National),vox_n007731_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007731_male\reference.wav
VoxCeleb2,N/A,n007732,Sami Khedira,Male,Global (Multi-National),vox_n007732_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007732_male\reference.wav
VoxCeleb2,N/A,n007733,Sami Lukis,Female,Global (Multi-National),vox_n007733_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007733_female\reference.wav
VoxCeleb2,N/A,n007734,Sami Yusuf,Male,Global (Multi-National),vox_n007734_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007734_male\reference.wav
VoxCeleb2,N/A,n007735,Samia Ghadie,Female,Global (Multi-National),vox_n007735_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007735_female\reference.wav
VoxCeleb2,N/A,n007736,Samir Nasri,Male,Global (Multi-National),vox_n007736_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007736_male\reference.wav
VoxCeleb2,N/A,n007737,Samir Soni,Male,Global (Multi-National),vox_n007737_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007737_male\reference.wav
VoxCeleb2,N/A,n007738,Sammi Cheng,Male,Global (Multi-National),vox_n007738_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007738_male\reference.wav
VoxCeleb2,N/A,n007739,Sammy Adams,Male,Global (Multi-National),vox_n007739_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007739_male\reference.wav
VoxCeleb2,N/A,n007740,Sammy Hagar,Male,Global (Multi-National),vox_n007740_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007740_male\reference.wav
VoxCeleb2,N/A,n007741,Sammy Winward,Female,Global (Multi-National),vox_n007741_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007741_female\reference.wav
VoxCeleb2,N/A,n007743,Samu Haber,Male,Global (Multi-National),vox_n007743_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007743_male\reference.wav
VoxCeleb2,N/A,n007744,Samuel Etoo,Male,Global (Multi-National),vox_n007744_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007744_male\reference.wav
VoxCeleb2,N/A,n007746,Samuli Edelmann,Male,Global (Multi-National),vox_n007746_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007746_male\reference.wav
VoxCeleb2,N/A,n007747,Samvrutha Sunil,Female,Global (Multi-National),vox_n007747_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007747_female\reference.wav
VoxCeleb2,N/A,n007748,Samy Naceri,Male,Global (Multi-National),vox_n007748_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007748_male\reference.wav
VoxCeleb2,N/A,n007749,Sana Khan,Female,Global (Multi-National),vox_n007749_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007749_female\reference.wav
VoxCeleb2,N/A,n007750,Sanaya Irani,Female,Global (Multi-National),vox_n007750_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007750_female\reference.wav
VoxCeleb2,N/A,n007751,Sandeepa Dhar,Female,Global (Multi-National),vox_n007751_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007751_female\reference.wav
VoxCeleb2,N/A,n007752,Sandra Echeverría,Female,Global (Multi-National),vox_n007752_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007752_female\reference.wav
VoxCeleb2,N/A,n007754,Sandra Lee,Female,Global (Multi-National),vox_n007754_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007754_female\reference.wav
VoxCeleb2,N/A,n007755,Sandra Maischberger,Female,Global (Multi-National),vox_n007755_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007755_female\reference.wav
VoxCeleb2,N/A,n007757,Sandra Perković,Female,Global (Multi-National),vox_n007757_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007757_female\reference.wav
VoxCeleb2,N/A,n007758,Sandra Sully,Female,Global (Multi-National),vox_n007758_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007758_female\reference.wav
VoxCeleb2,N/A,n007759,Sandrine Corman,Female,Global (Multi-National),vox_n007759_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007759_female\reference.wav
VoxCeleb2,N/A,n007760,Sandro Rosell,Male,Global (Multi-National),vox_n007760_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007760_male\reference.wav
VoxCeleb2,N/A,n007763,Sandy Leah Lima,Female,Global (Multi-National),vox_n007763_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007763_female\reference.wav
VoxCeleb2,N/A,n007767,Sanjay Dutt,Male,Global (Multi-National),vox_n007767_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007767_male\reference.wav
VoxCeleb2,N/A,n007768,Sanjjanaa,Female,Global (Multi-National),vox_n007768_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007768_female\reference.wav
VoxCeleb2,N/A,n007769,Sanna Bråding,Female,Global (Multi-National),vox_n007769_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007769_female\reference.wav
VoxCeleb2,N/A,n007770,Sanna Nielsen,Female,Global (Multi-National),vox_n007770_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007770_female\reference.wav
VoxCeleb2,N/A,n007772,Santi Cazorla,Male,Global (Multi-National),vox_n007772_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007772_male\reference.wav
VoxCeleb2,N/A,n007773,Santiago Giraldo,Male,Global (Multi-National),vox_n007773_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007773_male\reference.wav
VoxCeleb2,N/A,n007774,Santino Marella,Male,Global (Multi-National),vox_n007774_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007774_male\reference.wav
VoxCeleb2,N/A,n007775,Sanya Richards-Ross,Female,Global (Multi-National),vox_n007775_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007775_female\reference.wav
VoxCeleb2,N/A,n007779,Sara Errani,Female,Global (Multi-National),vox_n007779_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007779_female\reference.wav
VoxCeleb2,N/A,n007783,Sarah Cawood,Female,Global (Multi-National),vox_n007783_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007783_female\reference.wav
VoxCeleb2,N/A,n007784,Sarah Hadland,Female,Global (Multi-National),vox_n007784_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007784_female\reference.wav
VoxCeleb2,N/A,n007795,Sarah-Jane Crawford,Female,Global (Multi-National),vox_n007795_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007795_female\reference.wav
VoxCeleb2,N/A,n007797,Saranya Mohan,Female,Global (Multi-National),vox_n007797_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007797_female\reference.wav
VoxCeleb2,N/A,n007798,Sarimah Ibrahim,Female,Global (Multi-National),vox_n007798_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007798_female\reference.wav
VoxCeleb2,N/A,n007799,Sascha Lobo,Male,Global (Multi-National),vox_n007799_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007799_male\reference.wav
VoxCeleb2,N/A,n007800,Sascha Riether,Male,Global (Multi-National),vox_n007800_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007800_male\reference.wav
VoxCeleb2,N/A,n007801,Sasha Alexander,Female,Global (Multi-National),vox_n007801_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007801_female\reference.wav
VoxCeleb2,N/A,n007802,Sasha Allen,Female,Global (Multi-National),vox_n007802_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007802_female\reference.wav
VoxCeleb2,N/A,n007804,Sasha Roiz,Male,Global (Multi-National),vox_n007804_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007804_male\reference.wav
VoxCeleb2,N/A,n007806,Sasha Vujačić,Male,Global (Multi-National),vox_n007806_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007806_male\reference.wav
VoxCeleb2,N/A,n007808,Saskia Sassen,Female,Global (Multi-National),vox_n007808_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007808_female\reference.wav
VoxCeleb2,N/A,n007810,Sathyaraj,Male,Global (Multi-National),vox_n007810_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007810_male\reference.wav
VoxCeleb2,N/A,n007811,Satoru Iwata,Male,Global (Multi-National),vox_n007811_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007811_male\reference.wav
VoxCeleb2,N/A,n007813,Savannah Guthrie,Female,Global (Multi-National),vox_n007813_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007813_female\reference.wav
VoxCeleb2,N/A,n007815,Sayali Bhagat,Female,Global (Multi-National),vox_n007815_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007815_female\reference.wav
VoxCeleb2,N/A,n007817,Sazzy Falak,Female,Global (Multi-National),vox_n007817_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007817_female\reference.wav
VoxCeleb2,N/A,n007818,Saïd Taghmaoui,Male,Global (Multi-National),vox_n007818_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007818_male\reference.wav
VoxCeleb2,N/A,n007819,Saúl Lisazo,Male,Global (Multi-National),vox_n007819_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007819_male\reference.wav
VoxCeleb2,N/A,n007823,Scoop Jardine,Male,Global (Multi-National),vox_n007823_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007823_male\reference.wav
VoxCeleb2,N/A,n007824,Scoot McNairy,Male,Global (Multi-National),vox_n007824_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007824_male\reference.wav
VoxCeleb2,N/A,n007825,Scott Brooks,Male,Global (Multi-National),vox_n007825_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007825_male\reference.wav
VoxCeleb2,N/A,n007826,Scott Caan,Male,Global (Multi-National),vox_n007826_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007826_male\reference.wav
VoxCeleb2,N/A,n007827,Scott Clifton,Male,Global (Multi-National),vox_n007827_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007827_male\reference.wav
VoxCeleb2,N/A,n007828,Scott Eastwood,Male,Global (Multi-National),vox_n007828_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007828_male\reference.wav
VoxCeleb2,N/A,n007830,Scott Foley,Male,Global (Multi-National),vox_n007830_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007830_male\reference.wav
VoxCeleb2,N/A,n007831,Scott Hartnell,Male,Global (Multi-National),vox_n007831_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007831_male\reference.wav
VoxCeleb2,N/A,n007832,Scott Parker,Male,Global (Multi-National),vox_n007832_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007832_male\reference.wav
VoxCeleb2,N/A,n007833,Scott Quigg,Male,Global (Multi-National),vox_n007833_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007833_male\reference.wav
VoxCeleb2,N/A,n007834,Scott Selwood,Male,Global (Multi-National),vox_n007834_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007834_male\reference.wav
VoxCeleb2,N/A,n007836,Scott Walker,Male,Global (Multi-National),vox_n007836_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007836_male\reference.wav
VoxCeleb2,N/A,n007837,Scottie Pippen,Male,Global (Multi-National),vox_n007837_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007837_male\reference.wav
VoxCeleb2,N/A,n007838,Scottie Thompson,Female,Global (Multi-National),vox_n007838_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007838_female\reference.wav
VoxCeleb2,N/A,n007839,Scotty Nguyen,Male,Global (Multi-National),vox_n007839_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007839_male\reference.wav
VoxCeleb2,N/A,n007840,Seamus Dever,Male,Global (Multi-National),vox_n007840_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007840_male\reference.wav
VoxCeleb2,N/A,n007843,Sean Dyche,Male,Global (Multi-National),vox_n007843_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007843_male\reference.wav
VoxCeleb2,N/A,n007844,Sean Faris,Male,Global (Multi-National),vox_n007844_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007844_male\reference.wav
VoxCeleb2,N/A,n007845,Sean Gunn,Male,Global (Multi-National),vox_n007845_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007845_male\reference.wav
VoxCeleb2,N/A,n007846,Sean Hannity,Male,Global (Multi-National),vox_n007846_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007846_male\reference.wav
VoxCeleb2,N/A,n007847,Sean Hayes,Male,Global (Multi-National),vox_n007847_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007847_male\reference.wav
VoxCeleb2,N/A,n007848,Sean Kingston,Male,Global (Multi-National),vox_n007848_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007848_male\reference.wav
VoxCeleb2,N/A,n007849,Sean OPry,Male,Global (Multi-National),vox_n007849_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007849_male\reference.wav
VoxCeleb2,N/A,n007850,Sean Paul,Male,Global (Multi-National),vox_n007850_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007850_male\reference.wav
VoxCeleb2,N/A,n007851,Sean Payton,Male,Global (Multi-National),vox_n007851_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007851_male\reference.wav
VoxCeleb2,N/A,n007852,Sean Price,Male,Global (Multi-National),vox_n007852_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007852_male\reference.wav
VoxCeleb2,N/A,n007855,Sebastian Bach,Male,Global (Multi-National),vox_n007855_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007855_male\reference.wav
VoxCeleb2,N/A,n007856,Sebastian Coe,Male,Global (Multi-National),vox_n007856_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007856_male\reference.wav
VoxCeleb2,N/A,n007857,Sebastian Edathy,Male,Global (Multi-National),vox_n007857_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007857_male\reference.wav
VoxCeleb2,N/A,n007859,Sebastian Karpiel-Bułecka,Male,Global (Multi-National),vox_n007859_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007859_male\reference.wav
VoxCeleb2,N/A,n007860,Sebastian Kehl,Male,Global (Multi-National),vox_n007860_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007860_male\reference.wav
VoxCeleb2,N/A,n007861,Sebastian Larsson,Male,Global (Multi-National),vox_n007861_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007861_male\reference.wav
VoxCeleb2,N/A,n007862,Sebastian Mielitz,Male,Global (Multi-National),vox_n007862_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007862_male\reference.wav
VoxCeleb2,N/A,n007863,Sebastian Roché,Male,Global (Multi-National),vox_n007863_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007863_male\reference.wav
VoxCeleb2,N/A,n007865,Sebastian Schipper,Male,Global (Multi-National),vox_n007865_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007865_male\reference.wav
VoxCeleb2,N/A,n007867,Sebastian Stan,Male,Global (Multi-National),vox_n007867_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007867_male\reference.wav
VoxCeleb2,N/A,n007868,Sebastian Telfair,Male,Global (Multi-National),vox_n007868_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007868_male\reference.wav
VoxCeleb2,N/A,n007869,Sebastian Vettel,Male,Global (Multi-National),vox_n007869_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007869_male\reference.wav
VoxCeleb2,N/A,n007873,Sebastián Piñera,Male,Global (Multi-National),vox_n007873_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007873_male\reference.wav
VoxCeleb2,N/A,n007874,Sebastián Rulli,Male,Global (Multi-National),vox_n007874_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007874_male\reference.wav
VoxCeleb2,N/A,n007875,Sebastián Saavedra,Male,Global (Multi-National),vox_n007875_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007875_male\reference.wav
VoxCeleb2,N/A,n007881,Seif Sharif Hamad,Male,Global (Multi-National),vox_n007881_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007881_male\reference.wav
VoxCeleb2,N/A,n007882,Seiji Maehara,Male,Global (Multi-National),vox_n007882_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007882_male\reference.wav
VoxCeleb2,N/A,n007883,Seka Aleksić,Female,Global (Multi-National),vox_n007883_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n007883_female\reference.wav
